TEMP,pH,Conc
29.64,6,10.34056
28.39,2,1.24172
37.09,6.5,10.46626
35.79,4.5,4.97266
48.54,6,15.90808
23.95,7,5.58937
26.56,6,9.40424
24.95,7,5.84997
45.69,6.5,11.93762
23.63,7,5.50598
33.97,6.5,9.48658
42.85,3,3.51205
31.38,6.5,8.67332
44.74,3,3.72562
39.12,5,11.10944
35.52,7,8.43781
41.26,6,14.80152
31.09,4.5,4.71886
24.02,8,4.41258
45.81,8,9.34407
43.07,7,9.87524
43.91,7,9.98612
27.93,6,9.82072
29.57,4.5,4.65183
43.11,2,2.65593
20.76,3,0.16796
25.53,5,8.14799
46.96,3,3.97648
37.5,4.5,5.065
26.5,4.5,4.5935
36.46,5,10.74502
37.56,4.5,5.06824
37.51,6.5,10.59814
32.82,7,7.81573
40.97,5,11.29693
27.62,7,6.54577
26.02,6,9.24008
24.08,8,4.43232
35.53,8,7.54683
35.15,4.5,4.9381
22.09,6.5,6.38115
28.54,3,1.88734
39.49,2,2.41002
43.28,6,15.10856
34.97,5,10.54089
37.9,6.5,10.7206
25.82,4.5,4.58058
39.87,6.5,11.33918
37.64,8,7.99204
37.05,6,13.3828
40.98,8,8.63406
40.2,6,14.6404
41.3,6,14.8076
47.94,5,11.77786
32.81,5,10.24497
35.84,6.5,10.07376
47.94,3,4.08722
33.45,4.5,4.8463
22.12,5,6.84196
25.69,6.5,7.22715
24.65,5,7.81095
33.59,7,7.99314
34.89,6,12.48424
42.05,6.5,11.5809
38,6,13.778
32.16,6.5,8.91824
30.17,6.5,8.29338
21.93,6,7.99672
47.7,4.5,5.9161
39.3,4.5,5.1622
44.19,5,11.51911
44.91,7,10.11812
48.11,6.5,12.17478
32.67,3,2.47166
31.11,5,10.01207
49.23,6,16.01296
47.44,8,9.58368
20.8,5,6.3364
27.09,7,6.40765
24.19,4.5,4.54961
26.64,2,0.98272
43.45,7,9.9254
20.6,5,6.2598
44.97,4.5,5.66221
24.47,4.5,4.55493
23.68,2,0.54464
24.76,2,0.70448
45.43,8,9.28821
35.76,2,2.04448
21.56,6.5,6.2566
34.33,6,12.25128
20.67,3,0.14807
25.75,5,8.23225
34.22,7,8.13829
46.74,2,2.88462
28.66,5,9.34678
37.62,6.5,10.63268
27.73,6,9.75992
47.95,8,9.65865
41.34,6.5,11.51132
39.45,4.5,5.1703
37.51,8,7.96461
47.03,6,15.67856
42.41,7,9.78812
48.63,8,9.75861
48.72,4.5,6.01096
26.49,4.5,4.59331
27.41,7,6.49105
46.42,6,15.58584
35.06,2,1.97588
49.89,3,4.30757
28.3,4.5,4.6277
43.58,8,9.01626
33.31,3,2.53438
20.51,4.5,4.47969
41.12,5,11.30728
34.7,6,12.4052
29.45,3,2.08845
43.83,7,9.97556
34.75,4.5,4.9165
48.19,6.5,12.18262
27.3,3,1.6133
27.61,3,1.68181
25.46,8,4.88634
29.21,7,6.96013
41.01,6.5,11.47898
35.34,6,12.67144
41.9,7,9.7208
38.67,6.5,10.96238
29.12,3,2.01552
46.46,2,2.86698
45.77,4.5,5.73661
35.45,4.5,4.9543
48.14,7,10.54448
21.15,2,0.1702
33.56,8,7.13116
47.34,2,2.92242
24.59,5,7.78797
32.56,7,7.75582
41.27,7,9.63764
27.9,6,9.8116
42.93,3,3.52109
46.82,6.5,12.04836
27.89,5,9.05187
22.57,6,8.19128
23.72,4.5,4.54068
33.69,5,10.36553
36.54,5,10.75598
35.17,5,10.56829
43.31,4.5,5.50783
46.47,4.5,5.80171
48.86,3,4.19118
46,7,10.262
21.29,8,3.51441
31.12,3,2.31976
30.31,3,2.24038
25.21,5,8.02543
34.63,3,2.66374
23.44,7,5.45646
45.2,4.5,5.6836
21.64,3,0.36244
46.44,4.5,5.79892
36.29,2,2.09642
25.6,2,0.8288
31.21,7,7.44478
41.66,2,2.56458
38.78,8,8.23258
25.19,6.5,7.10965
24.27,6,8.70808
29.77,8,6.30433
47.93,8,9.65571
25.71,4.5,4.57849
47.74,4.5,5.91982
26.52,8,5.23508
35.1,4.5,4.9354
32.03,2,1.67894
47.81,3,4.07253
32.4,4.5,4.7896
47.5,4.5,5.8975
32.48,2,1.72304
21.62,3,0.35802
33.59,8,7.13749
22.79,7,5.28707
21.18,6.5,6.1673
26.62,5,8.56546
47.66,5,11.75854
23.63,3,0.80223
34.67,5,10.49979
26.52,6.5,7.4222
31.71,4.5,4.75234
25.99,7,6.12099
46.07,3,3.87591
42.68,7,9.82376
45.07,4.5,5.67151
33.79,3,2.58142
43.43,8,8.99421
35.28,5,10.58336
40.29,8,8.53263
25.23,2,0.77404
40.31,2,2.47953
47.27,7,10.42964
25.52,5,8.14416
23.91,2,0.57868
37.79,4.5,5.08066
27.75,7,6.57965
36.87,8,7.82957
22.44,7,5.19586
34.14,8,7.25354
38.01,5,10.95737
48.41,3,4.14033
42.75,3,3.50075
20.55,3,0.12155
40.19,6,14.63888
22.11,7,5.10987
46.19,5,11.65711
28.86,4.5,4.63834
37.09,4.5,5.04286
30.73,6,10.75368
28.53,6.5,7.89455
36.96,6.5,10.42544
49.15,4.5,6.05095
41.86,7,9.71552
30.33,6.5,8.34362
29.11,5,9.51913
26.36,8,5.18244
30.92,6,10.83272
49.03,7,10.66196
24.48,4.5,4.55512
46.88,3,3.96744
30.23,8,6.42853
22.63,6.5,6.50805
33.28,7,7.92171
41.44,2,2.55072
22.06,8,3.76774
46.55,6.5,12.0219
46.44,8,9.43668
45.91,3,3.85783
29.29,3,2.05309
28.05,7,6.65783
21.07,6.5,6.14145
25.73,7,6.05324
20.5,6,7.562
49.59,7,10.73588
32.93,5,10.26141
34.93,5,10.53541
29.92,7,7.14515
28.23,4.5,4.62637
48.02,3,4.09626
26.12,7,6.15487
23.31,7,5.42259
31.41,5,10.05317
39.87,3,3.17726
48.18,8,9.69246
41.57,5,11.33833
35.76,7,8.4931
33.38,3,2.54124
31.47,8,6.69017
38.75,5,11.05875
26.74,6,9.45896
41.98,5,11.36662
46.36,6.5,12.00328
44.16,8,9.10152
35.52,5,10.61624
40.99,5,11.29831
27.44,3,1.64424
27.12,6.5,7.5632
41.68,4.5,5.35624
40.87,2,2.51481
41.21,6.5,11.49858
27.9,8,5.6891
21.48,8,3.57692
48.36,7,10.57352
42.33,7,9.77756
45.22,4.5,5.68546
27.87,6,9.80248
41.24,5,11.31556
44.88,7,10.11416
26.89,5,8.66887
20.21,7,4.61473
32.29,6,11.40264
24.9,4.5,4.5631
40.03,7,9.47396
40.86,6.5,11.46428
37.7,6.5,10.6578
20.29,6,7.49816
37.17,7,8.81797
43.03,3,3.53239
27.93,8,5.69897
48.28,8,9.70716
46.21,6.5,11.98858
36.79,5,10.79023
37.97,6.5,10.74258
23.71,6,8.53784
27.4,5,8.8642
32.63,5,10.22031
43.31,6.5,11.70438
39.97,6,14.59752
40.81,6.5,11.45938
41.41,5,11.32729
20.33,7,4.646
31.25,2,1.6025
37.74,6.5,10.67036
45.21,8,9.25587
32.87,6.5,9.14118
42.08,6,14.92616
35.77,8,7.59747
35,7,8.318
24.1,8,4.4389
42.79,8,8.90013
39.56,2,2.41688
25.79,2,0.85692
26.88,3,1.52048
28.32,5,9.21656
35.03,7,8.32491
35.64,3,2.76272
31.03,6,10.87848
29.2,2,1.3616
47.62,8,9.61014
33.74,6,12.00584
48.87,4.5,6.02491
27.82,6.5,7.7277
45.32,6,15.41864
27.5,5,8.9025
36.42,6,13.12072
21.45,3,0.32045
49.43,6,16.04336
37.28,2,2.19344
30.45,5,9.92165
43.01,7,9.86732
40.71,6.5,11.44958
26.4,3,1.4144
35.7,5,10.6409
30.26,3,2.23548
36.79,2,2.14542
34.81,6.5,9.75034
22.79,3,0.61659
49.55,4.5,6.08815
32.46,6,11.47336
20.38,5,6.17554
27.37,3,1.62877
28.83,8,5.99507
21.7,6.5,6.2895
22.78,3,0.61438
25.29,8,4.83041
49.51,5,11.88619
32.22,3,2.42756
27.8,3,1.7238
25.33,2,0.78884
27.13,3,1.57573
45.76,6,15.48552
33.87,2,1.85926
38.55,8,8.18405
22.64,8,3.95856
48.55,6,15.9096
39.34,5,11.13958
37.1,2,2.1758
24.49,2,0.66452
27.14,5,8.76462
44.91,2,2.76933
46.96,5,11.71024
31.84,7,7.58994
32.29,8,6.86319
36.43,2,2.11014
43.48,3,3.58324
39.59,4.5,5.17786
25.19,5,8.01777
35.03,8,7.44133
48.35,6.5,12.1983
23.43,7,5.45386
36.63,3,2.85974
41.88,2,2.57844
20.66,8,3.30714
43.28,2,2.66664
21.58,8,3.60982
44.12,7,10.01384
36.27,6,13.05832
40.67,2,2.50221
41.34,8,8.68698
41.59,4.5,5.34787
41.95,4.5,5.38135
35.74,4.5,4.96996
34.05,4.5,4.8787
24.14,8,4.45206
42.05,5,11.37145
27.08,2,1.04784
21.27,3,0.28067
21.21,6.5,6.17435
23.49,8,4.23821
27.16,6,9.58664
32.44,3,2.44912
30.53,2,1.53194
46.79,6,15.64208
30.78,3,2.28644
23.19,6,8.37976
32.89,5,10.25593
43.89,5,11.49841
48.51,7,10.59332
44.08,5,11.51152
35.5,7,8.4332
36.69,6,13.23304
38.55,2,2.3179
20.81,3,0.17901
47.2,3,4.0036
33.11,3,2.51478
31.51,7,7.5139
48.78,2,3.01314
48.36,6,15.88072
42.81,3,3.50753
26.34,5,8.45822
26.28,8,5.15612
28,7,6.6448
37.7,6,13.6532
22.8,8,4.0112
29.86,3,2.17906
49.94,6.5,12.35412
45.03,6,15.37456
24.1,6.5,6.8535
25.87,2,0.86876
48.77,7,10.62764
26.88,7,6.35293
20.03,3,0.00663
23.86,2,0.57128
34.9,6,12.4884
47.97,2,2.96211
25.24,7,5.92554
28.92,5,9.44636
35.32,3,2.73136
40.31,6.5,11.41038
42.46,3,3.46798
46.03,6.5,11.97094
43.15,6.5,11.6887
25.89,8,5.02781
30.37,7,7.25125
32.29,6.5,8.95906
45.7,5,11.6233
45.06,5,11.57914
27.01,3,1.54921
45.47,3,3.80811
49.31,7,10.69892
25.8,6,9.1732
49.86,8,9.93942
46.9,3,3.9697
23.28,6,8.40712
31.39,6.5,8.67646
24.03,5,7.57349
24.11,2,0.60828
38.7,2,2.3326
47.31,6,15.72112
25.88,2,0.87024
28.1,8,5.7549
24.37,2,0.64676
48.83,5,11.83927
23.97,4.5,4.54543
37.44,6.5,10.57616
22.47,6,8.16088
20.69,3,0.15249
40.05,6.5,11.3849
25.41,3,1.19561
35.56,3,2.75488
39.96,6,14.59336
42.33,3,3.45329
36.83,3,2.87934
24.44,3,0.98124
47.46,5,11.74474
49.64,6.5,12.32472
33.34,7,7.93554
25.74,3,1.26854
42.54,6,14.99608
32.11,6.5,8.90254
24.28,6,8.71112
43.21,8,8.96187
30.84,4.5,4.70536
30.34,6.5,8.34676
29.4,2,1.3912
41.47,4.5,5.33671
38.68,3,3.06064
40.14,2,2.46882
35.35,7,8.39864
37.82,7,8.96773
26.77,5,8.62291
48.32,8,9.71304
45.78,6.5,11.94644
20.41,6,7.53464
41.49,3,3.35837
26.48,3,1.43208
44.94,3,3.74822
26.54,2,0.96792
33.14,5,10.29018
43.63,7,9.94916
23.11,5,7.22113
37.28,8,7.91608
30.83,2,1.56134
21.37,6.5,6.21195
43.66,4.5,5.54038
46.39,6.5,12.00622
21.36,2,0.20128
49.34,5,11.87446
34.68,8,7.36748
48.13,3,4.10869
49.84,6,16.10568
25.68,7,6.04021
32.66,8,6.94126
26.48,4.5,4.59312
36.4,3,2.8372
43.79,5,11.49151
36.17,6.5,10.17738
29.28,2,1.37344
42.41,5,11.39629
42.73,5,11.41837
39.74,7,9.4101
25.4,6,9.0516
28.96,6.5,7.9956
21.95,2,0.2886
49.37,6,16.03424
39.33,3,3.12434
29.26,8,6.13654
46.92,7,10.38344
33.56,6,11.93096
48.62,5,11.82478
23.2,2,0.4736
42.89,4.5,5.46877
21.6,8,3.6164
38.15,8,8.09965
28.29,7,6.72037
35.77,6,12.85032
39.24,7,9.2949
31.38,8,6.67118
43.05,8,8.93835
49.32,3,4.24316
41.22,8,8.66934
35.07,7,8.33413
46.74,8,9.48078
21.21,6,7.77784
38.19,8,8.10809
20.46,4.5,4.47874
22.07,7,5.09944
25.97,6,9.22488
38.25,6.5,10.8305
48.16,5,11.79304
33.78,6.5,9.42692
47.88,5,11.77372
45.92,8,9.36024
20.23,6.5,5.94405
31.57,6.5,8.73298
22.65,7,5.25059
30.96,6.5,8.54144
44.77,5,11.55913
23.59,6,8.50136
31.71,6.5,8.77694
38.68,2,2.33064
48.07,6,15.83664
46.13,4.5,5.77009
26.3,3,1.3923
42.3,8,8.8281
37.15,7,8.81336
22.45,8,3.89605
42.47,2,2.61561
45.11,4.5,5.67523
44.29,8,9.12063
38.14,8,8.09754
21.85,3,0.40885
31.11,4.5,4.71994
40.52,8,8.56644
20.84,6,7.66536
32.77,6.5,9.10978
27.87,8,5.67923
42.11,6.5,11.58678
24.48,8,4.56392
33.93,6.5,9.47402
38.48,6,13.97768
42.72,7,9.82904
30.33,4.5,4.67782
29.74,3,2.15254
48.03,4.5,5.94679
37.36,7,8.86174
31.19,6,10.94504
38.31,3,3.02438
48.06,7,10.53392
44.49,8,9.15003
25.96,4.5,4.58324
38.78,6.5,10.99692
45.74,6.5,11.94252
26.04,6,9.24616
45.81,2,2.82603
22.11,3,0.46631
40.95,6.5,11.4731
30.05,6.5,8.2557
44.31,6.5,11.80238
42.97,5,11.43493
47.69,4.5,5.91517
25,3,1.105
35.9,8,7.6249
38.75,7,9.182
26.67,4.5,4.59673
47.84,6.5,12.14832
49.46,7,10.71872
21.54,6.5,6.2519
39.72,6,14.49352
37.83,4.5,5.08282
46.71,7,10.35572
41.82,4.5,5.36926
26.2,4.5,4.5878
30.02,4.5,4.66108
30.85,6.5,8.5069
40.28,8,8.53116
29.66,4.5,4.65354
43.65,3,3.60245
33.79,8,7.17969
45.96,5,11.64124
20.77,5,6.32491
30.66,6.5,8.44724
43.76,8,9.04272
48.15,7,10.5458
44.51,7,10.06532
32.32,8,6.86952
38.09,6.5,10.78026
21.67,7,4.9952
23.88,2,0.57424
44.66,4.5,5.63338
33.92,8,7.20712
29.29,8,6.14641
28.66,6,10.04264
27.86,2,1.16328
40.68,3,3.26684
26.74,3,1.48954
36.32,3,2.82936
47.9,3,4.0827
40.86,2,2.51418
44.73,3,3.72449
40.25,6.5,11.4045
33.94,6,12.08904
45.56,6,15.45512
24.62,7,5.76397
28.34,8,5.83386
46.77,8,9.48519
35.33,5,10.59021
35.7,6,12.8212
23.68,4.5,4.53992
37.81,7,8.96542
23.05,3,0.67405
22.3,3,0.5083
26.6,6,9.4164
35.08,3,2.70784
44.04,2,2.71452
42.13,8,8.80311
30.41,8,6.46651
45.16,4.5,5.67988
48.16,3,4.11208
24.89,6.5,7.03915
40.85,6,14.7392
28.66,8,5.93914
32.06,6.5,8.88684
39.03,7,9.24651
40.52,7,9.53864
23.66,8,4.29414
41.96,3,3.41148
45.55,5,11.61295
44.72,6,15.32744
24.5,4.5,4.5555
30.69,6.5,8.45666
47.45,3,4.03185
41.85,8,8.76195
25.59,7,6.01675
35.46,5,10.60802
37.67,3,2.96166
37.15,3,2.9107
49,7,10.658
36.81,6.5,10.37834
26.19,6.5,7.34465
21.15,6,7.7596
21.44,6,7.84776
27.46,5,8.88718
49.67,6.5,12.32766
43.2,3,3.5516
26.18,5,8.39694
33.41,6,11.86856
32.07,3,2.41286
43.58,7,9.94256
42.77,2,2.63451
48.7,6,15.9324
30.35,7,7.24664
27.51,4.5,4.61269
47.47,4.5,5.89471
27.66,4.5,4.61554
46.13,5,11.65297
37.29,8,7.91819
41,4.5,5.293
38.57,6,14.01512
44.79,6,15.33808
27.39,3,1.63319
49.14,3,4.22282
32.75,7,7.7996
38.19,3,3.01262
47.27,5,11.73163
28.89,3,1.96469
40.55,5,11.26795
45.89,2,2.83107
43.81,6,15.18912
49.24,8,9.84828
26.62,4.5,4.59578
38.32,4.5,5.10928
22.57,6.5,6.49395
41.45,3,3.35385
42.91,7,9.85412
22.36,4.5,4.51484
23.08,8,4.10332
26.67,2,0.98716
27.34,8,5.50486
24.81,2,0.71188
21.6,5,6.6428
28.08,6.5,7.7888
36.8,2,2.1464
45.83,4.5,5.74219
33.24,3,2.52752
35.16,8,7.46876
20.06,6,7.42824
24.75,8,4.65275
27.17,3,1.58457
36.14,7,8.58066
24.74,8,4.64946
25.08,4.5,4.56652
22.43,7,5.19326
45.67,2,2.81721
48.73,6,15.93696
26.14,6,9.27656
26.06,4.5,4.58514
44.11,8,9.09417
36.2,6,13.0292
28.03,7,6.65262
25.88,6.5,7.2718
30.19,6,10.52904
38.01,6.5,10.75514
21.72,4.5,4.50268
30.64,3,2.27272
29,5,9.477
47.06,8,9.52782
36.22,3,2.81956
28.66,7,6.8168
31.81,6.5,8.80834
23.84,7,5.5607
48.48,8,9.73656
31.3,3,2.3374
44.3,2,2.7309
44.56,2,2.74728
26.26,8,5.14954
29.13,6.5,8.03555
21.5,2,0.222
28.93,5,9.45019
30.11,8,6.40321
41.02,5,11.30038
25.33,3,1.17793
27.92,2,1.17216
45.2,6,15.4004
32.43,3,2.44814
21.64,5,6.65812
23.1,4.5,4.5289
28.68,6.5,7.9298
40.7,6,14.7164
45.6,7,10.2092
22.92,6.5,6.5762
20.44,6.5,5.9934
44.51,6.5,11.82198
29.89,6.5,8.21415
38.08,8,8.08488
32.53,7,7.74891
35.11,4.5,4.93594
37.6,7,8.91704
21.08,8,3.44532
43.16,4.5,5.49388
42.02,4.5,5.38786
49.3,5,11.8717
44.5,6.5,11.821
22.55,4.5,4.51845
44.47,6.5,11.81806
40.57,7,9.54524
41.33,6.5,11.51034
20.07,2,0.01036
34.9,6.5,9.7786
20.99,8,3.41571
27.36,7,6.47802
37.61,8,7.98571
38.64,8,8.20304
26.44,8,5.20876
38.87,6,14.13992
29.99,3,2.20779
24.94,6,8.91176
20.1,6,7.4404
38.39,3,3.03222
23.67,3,0.81107
25.33,8,4.84357
39.21,8,8.32331
28.49,2,1.25652
33.23,6.5,9.25422
48.7,6.5,12.2326
26.52,2,0.96496
24.25,6.5,6.88875
24.75,6.5,7.00625
36.33,7,8.62443
48.56,7,10.59992
41.11,8,8.65317
23.39,3,0.74919
36.45,2,2.1121
30.67,4.5,4.69618
45.67,4.5,5.72731
44.81,8,9.19707
29.02,6,10.15208
34.3,5,10.4491
48.61,2,3.00243
28.63,4.5,4.63397
45.5,3,3.8115
22.56,6,8.18824
45.3,7,10.1696
31.46,7,7.50238
35.58,3,2.75684
39.81,6.5,11.32034
43.78,4.5,5.55154
37.49,6.5,10.59186
49.84,7,10.76888
31.35,5,10.04495
23.21,7,5.39653
46.39,8,9.42933
21.04,3,0.22984
46.46,3,3.91998
49.67,2,3.06921
36.31,4.5,5.00074
41.02,3,3.30526
47.71,7,10.48772
21.01,6.5,6.12735
34.37,2,1.90826
49.1,6.5,12.2718
24.93,5,7.91819
28.73,5,9.37359
39.49,3,3.14002
35.96,6,12.92936
44.57,6,15.30464
43.38,4.5,5.51434
29.91,3,2.19011
41.81,2,2.57403
23.03,5,7.19049
34.6,3,2.6608
28.7,3,1.9227
49.87,6.5,12.34726
43.4,7,9.9188
23.26,6,8.40104
32.06,7,7.64062
33.16,5,10.29292
32.2,2,1.6956
29.34,6,10.24936
42.51,5,11.40319
30.14,7,7.19826
24.88,6.5,7.0368
36.15,4.5,4.9921
48.28,7,10.56296
46.92,2,2.89596
31.45,7,7.50008
36.35,7,8.62904
37.1,8,7.8781
37.45,7,8.88248
49.53,3,4.26689
36.31,6,13.07496
25.37,2,0.79476
28.18,7,6.69171
24.15,6.5,6.86525
31.44,6,11.04904
47.1,8,9.5337
49.66,6,16.07832
25.51,3,1.21771
30.95,6,10.8452
25.83,8,5.00807
25.43,7,5.97506
26.11,4.5,4.58609
30.73,8,6.53403
42.41,4.5,5.42413
28.39,8,5.85031
46.81,7,10.36892
34.32,3,2.63336
41.31,4.5,5.32183
26.95,6.5,7.52325
30.28,2,1.50744
45.51,4.5,5.71243
21.59,8,3.61311
33.05,3,2.5089
20.24,8,3.16896
29.95,3,2.19895
35.28,6,12.64648
40.69,6.5,11.44762
41.61,8,8.72667
27.06,6.5,7.5491
43.24,7,9.89768
41.12,3,3.31656
26.94,7,6.36856
38.13,6,13.83208
46.97,5,11.71093
38.47,8,8.16717
23.03,3,0.66963
32.85,2,1.7593
45.76,8,9.33672
33.47,8,7.11217
45.1,5,11.5819
28.39,5,9.24337
28.31,7,6.72559
21.2,6,7.7748
39.14,8,8.30854
23.83,2,0.56684
40.83,6.5,11.46134
34.45,6,12.3012
33.63,6.5,9.37982
20.51,2,0.07548
36.76,7,8.7235
27.67,2,1.13516
27.24,4.5,4.60756
46.76,8,9.48372
35.52,4.5,4.95808
49.01,6.5,12.26298
28.43,6,9.97272
21.34,5,6.54322
41.02,2,2.52426
47.71,4.5,5.91703
34.91,5,10.53267
26.33,8,5.17257
39.22,6,14.28552
28.62,8,5.92598
23.89,6.5,6.80415
27.85,4.5,4.61915
30.05,7,7.17752
22.67,7,5.2558
44.86,6.5,11.85628
35.39,6.5,9.93246
32.89,6.5,9.14746
32.71,8,6.95181
26.91,5,8.67653
26.44,6,9.36776
47.41,4.5,5.88913
39.65,4.5,5.1811
42.69,5,11.41561
25.71,5,8.21693
28.27,5,9.19741
26.08,8,5.09032
34.26,6,12.22216
43,3,3.529
21.83,2,0.27084
42.27,7,9.76964
45.16,7,10.15112
23.23,3,0.71383
42.19,8,8.81193
44.68,4.5,5.63524
44.86,5,11.56534
42.71,6,15.02192
34.69,5,10.50253
21.19,4.5,4.49261
29.6,4.5,4.6524
45.69,3,3.83297
38.35,2,2.2983
25.06,6.5,7.0791
38.55,3,3.0479
31.9,6,11.2404
42.53,3,3.47589
22.95,6.5,6.58325
32.54,4.5,4.79716
30.04,6.5,8.25256
32.26,6.5,8.94964
30.32,3,2.24136
48.28,6.5,12.19144
47.56,6,15.75912
32.53,4.5,4.79662
32.5,2,1.725
39.32,8,8.34652
30.75,2,1.5535
21.91,2,0.28268
24.78,3,1.05638
20.67,6,7.61368
37.99,8,8.06589
28.64,3,1.90944
22.38,6,8.13352
32.96,6.5,9.16944
29.98,6,10.44392
40.5,6.5,11.429
25.55,6,9.0972
24.36,6.5,6.9146
33.14,6.5,9.22596
45.53,5,11.61157
30.76,6,10.76616
23.54,4.5,4.53726
42.65,4.5,5.44645
24.01,6,8.62904
43.21,5,11.45149
37.51,3,2.94598
49.53,2,3.06039
24.08,5,7.59264
21.63,8,3.62627
20.09,3,0.01989
24.75,4.5,4.56025
22.68,2,0.39664
38.7,6,14.0692
37.22,5,10.84914
38.98,2,2.36004
22.9,6.5,6.5715
40.4,5,11.2576
22.19,5,6.86877
26.42,2,0.95016
20.61,5,6.26363
43.15,2,2.65845
37.23,8,7.90553
39.55,3,3.1459
39.18,6,14.26888
42.14,8,8.80458
39.75,5,11.19575
22.2,5,6.8726
43.64,6,15.16328
47.2,4.5,5.8696
35.31,6.5,9.90734
48.53,6.5,12.21594
33.66,6,11.97256
45.77,2,2.82351
49.02,3,4.20926
36.67,6,13.22472
39.54,4.5,5.17516
48.4,6.5,12.2032
30.46,3,2.25508
43.79,2,2.69877
38.49,7,9.1221
38.7,8,8.2157
45.76,7,10.23032
31.76,8,6.75136
33.91,4.5,4.87114
34.66,2,1.93668
36.7,8,7.7937
23.97,3,0.87737
35.51,6.5,9.97014
33.72,5,10.36964
28.93,6,10.12472
22.67,2,0.39516
24.09,2,0.60532
30.47,4.5,4.68538
44.9,3,3.7437
33.13,6.5,9.22282
29.07,6.5,8.02145
37.44,8,7.94984
22.24,4.5,4.51256
24.99,2,0.73852
41.53,8,8.71491
45.6,6,15.4612
27.88,7,6.61353
37.35,4.5,5.0569
28.88,3,1.96248
48.18,2,2.97534
22.21,8,3.81709
43.43,2,2.67609
40.04,2,2.46252
30.89,8,6.56779
31.36,4.5,4.73344
34.65,2,1.9357
44.96,7,10.12472
20.1,7,4.58606
47.67,8,9.61749
42.33,5,11.39077
28.62,2,1.27576
46.93,8,9.50871
44.83,2,2.76429
42.37,7,9.78284
37.53,5,10.89161
21.31,6.5,6.19785
32.46,7,7.73278
32.38,8,6.88218
39.1,5,11.1067
49.28,3,4.23864
36.52,6.5,10.28728
47.48,5,11.74612
29.92,8,6.35368
21.81,3,0.40001
42.32,3,3.45216
34.06,4.5,4.87924
42,5,11.368
28.76,2,1.29648
46.99,3,3.97987
29.06,7,6.92104
27,2,1.036
22.19,3,0.48399
39.47,4.5,5.17138
21.73,6.5,6.29655
21.25,8,3.50125
45.64,7,10.21448
23.46,5,7.35518
39.6,2,2.4208
35.77,5,10.65049
47.52,3,4.03976
31.31,7,7.46782
20.38,7,4.65903
46.89,6,15.65728
42.91,6.5,11.66518
30.93,2,1.57114
35.65,6,12.8004
32.31,4.5,4.78474
47.28,3,4.01264
44.4,4.5,5.6092
20.72,5,6.30576
35.24,5,10.57788
41.99,6,14.91248
39.73,5,11.19301
27.73,5,8.99059
23.87,3,0.85527
30.27,8,6.43697
20.24,3,0.05304
21.28,8,3.51112
48,8,9.666
20.23,3,0.05083
35.56,5,10.62172
23.98,6,8.61992
46.25,2,2.85375
48.71,6.5,12.23358
36,2,2.068
35.73,4.5,4.96942
26.65,6,9.4316
39.44,6.5,11.20416
20.52,4.5,4.47988
20.61,3,0.13481
34.99,4.5,4.92946
45.99,2,2.83737
37.86,7,8.97694
44.83,6.5,11.85334
22.88,3,0.63648
43.95,7,9.9914
35.17,4.5,4.93918
32.19,6,11.36104
33.03,6.5,9.19142
47.94,6,15.81688
38.46,5,11.01902
20.83,8,3.36307
46.75,2,2.88525
38.02,2,2.26596
26.16,7,6.1653
26.43,5,8.49269
25.58,2,0.82584
31.72,2,1.64856
41.59,5,11.33971
43.09,6,15.07968
47.17,5,11.72473
29.02,5,9.48466
46.1,6,15.5372
39.03,2,2.36494
40.53,6.5,11.43194
25.26,6.5,7.1261
26.43,4.5,4.59217
49.77,7,10.75964
39.46,7,9.34558
36.07,8,7.66077
25.92,3,1.30832
47.09,3,3.99117
23.16,2,0.46768
30.93,3,2.30114
34.84,8,7.40124
45.02,7,10.13264
24.96,8,4.72184
25.46,3,1.20666
23.1,6.5,6.6185
42.92,2,2.64396
41.6,6,14.8532
36.6,7,8.68664
48.8,3,4.1844
21.64,2,0.24272
44.86,2,2.76618
46.31,8,9.41757
44.45,8,9.14415
32.59,4.5,4.79986
22.2,7,5.13332
31.71,3,2.37758
27.11,6.5,7.56085
36.56,2,2.12288
40.52,2,2.49276
36.84,6.5,10.38776
33.02,5,10.27374
26.99,4.5,4.60281
34.28,3,2.62944
45.7,6,15.4764
23.9,2,0.5772
23.39,5,7.32837
40.13,5,11.23897
28.19,8,5.78451
21.52,6,7.87208
38.62,5,11.04094
34.69,8,7.36959
20.85,7,4.78151
34.23,2,1.89454
48.99,6.5,12.26102
34.06,7,8.10142
49.91,7,10.77812
45.92,3,3.85896
43.2,6.5,11.6936
24.42,3,0.97682
41.51,5,11.33419
31.37,6.5,8.67018
44.48,6.5,11.81904
28.02,4.5,4.62238
23.97,6,8.61688
35.99,8,7.64389
45.95,5,11.64055
24.85,4.5,4.56215
35.64,8,7.57004
44.61,8,9.16767
21.48,6.5,6.2378
22.95,5,7.15985
32.21,4.5,4.77934
36.89,6.5,10.40346
37.58,8,7.97938
27.39,7,6.48583
47.86,6,15.80472
37.8,3,2.9744
41.07,6.5,11.48486
48.82,6,15.95064
41.33,8,8.68551
24.91,3,1.08511
30.49,5,9.92713
35.22,5,10.57514
29.28,3,2.05088
33.47,7,7.96549
20.95,4.5,4.48805
29.56,3,2.11276
27.08,6,9.56232
34.97,3,2.69706
36.19,8,7.68609
43.7,3,3.6081
